MerchantProductID;Title;ProductURL;Price;Description;ImageURL;Brand;MPN;SKU;Availability;MerchantCategory;ShippingWeight;Condition;B_Category ;custom_label_1;custom_label_2;custom_label_3
2176;6 Piece Stainless Steel Cheese Knife Set with Bakelite Handles;https://www.forthechef.com/6-piece-stainless-steel-cheese-knife-set-with-bakelite-handles.html;16.99 USD;Elevate your next wine and cheese gathering with this gourmet cheese knife set. In this complete six-piece set, there are knives for hard, soft, firm and crumbly cheese. Spread creamy Brie on a piece of a French baguette with the curved knife. Slice into a block of Bleu cheese to enjoy with some red wine using the knife with a forked tip. The three pointed-end knives can be designated for use with their own individual cheeses. Use the two-prong cheese knife to serve delicate slices of semi-hard and hard cheese. The blade of each knife in this set is made from commercial-grade stainless steel to resist rust and corrosion. Made from a durable plastic, the handle on each knife sits comfortably in the palm of the hand and is easy to hold. ;https://www.forthechef.com/media/catalog/product/6/4/642055125.jpg;FortheChef;KCS-6;642055125;in stock;Cutlery > Knife Sets, Cutlery > Cheese Knives, Jet Kitchen Knives & Sharpeners, Kitchen Tools > Specialty Tools > Cheese Tools;1.50 lbs;new;665;Cutlery > Knife Sets, Cutlery > Cheese Knives, Jet Kitchen Knives & Sharpeners, Kitchen Tools > Specialty Tools > Cheese Tools;Greater than 10;
2177;6 Piece Wooden Handle Stainless Steel Cheese Knife Set;https://www.forthechef.com/6-piece-wooden-handle-stainless-steel-cheese-knife-set.html;11.99 USD;A perfect collection for any cheese lover, this beautiful set of wooden handle cheese knives is an essential for entertaining. Each knife features a stainless steel blade that is specially crafted to complement every type of cheese. The collection includes a semi-heart shaped blade made for slicing hard cheese, a curved shaped blade perfect for spreading soft cheese, a wide blade to slice and serve semi-hard and crumbly cheese, a thin blade for semi-hard cheese and a cheese fork for serving a variety of cheeses. Constructed from commercial-grade stainless steel to resist rust and corrosion, the rounded handles are easy to hold and sit comfortably in the palm of your hand. Pair this set with your gourmet charcuterie board to add a charming rustic touch. ;https://www.forthechef.com/media/catalog/product/6/4/642055132_1.jpg;FortheChef;KCS-6W;642055132;in stock;Cutlery > Knife Sets, Cutlery > Cheese Knives, Jet Kitchen Knives & Sharpeners, Kitchen Tools > Specialty Tools > Cheese Tools;0.51 lbs;new;665;Cutlery > Knife Sets, Cutlery > Cheese Knives, Jet Kitchen Knives & Sharpeners, Kitchen Tools > Specialty Tools > Cheese Tools;Greater than 10;
2178;3-1/2" Triple-Riveted Paring Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/3-1-2-triple-riveted-paring-knife-with-fully-forged-full-tang-blade.html;9.99 USD;This small paring knife is a kitchen essential that carves and peels small fruits and vegetables with ease and is the ideal tool for any handheld cutting task. Forged from a single piece of high-carbon German steel, the full tang heat-treated blade extends through the polymer handle and is triple-riveted for durability and control. Meticulously crafted to offer optimal weight distribution, this knife rests comfortably in the palm of the hand and delivers exceptional performance. ;https://www.forthechef.com/media/catalog/product/6/4/642031228_1.jpg;FortheChef;KFP-35;642031228;in stock;Cutlery > Paring Knives, Jet Kitchen Knives & Sharpeners;0.30 lbs;new;665;Cutlery > Paring Knives, Jet Kitchen Knives & Sharpeners;Greater than 2;
2179;5" Triple-Riveted Utility Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/5-triple-riveted-utility-knife-with-fully-forged-full-tang-blade.html;10.99 USD;A fundamental tool every professional chef must have, this utility knife is designed to handle many small handheld cutting tasks allowing you to cut, trim, and peel apples, kiwis, and onions with ease. Use this utility knife for larger cutting tasks such as trimming the fat off of meat or filleting delicate pieces of fish. The heat-treated blade is precisely forged from a single piece of high-carbon German steel that resists rust and corrosion and delivers exceptional performance.  Featuring a triple-riveted contoured polymer handle for added durability and control, this utility knife is meticulously crafted for optimal weight balance. ;https://www.forthechef.com/media/catalog/product/6/4/642031235_1.jpg;FortheChef;KFP-50;642031235;in stock;Cutlery > Utility Knives, Jet Kitchen Knives & Sharpeners;0.34 lbs;new;665;Cutlery > Utility Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2180;6" Triple-Riveted Chef's Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/6-triple-riveted-chef-s-knife-with-fully-forged-full-tang-blade.html;14.99 USD;An essential cutlery tool in any kitchen, this 6” chef’s knife is ideal for preparing several meals, from trimming fruits and vegetables to slicing and dicing meat, poultry, and fish. Perfect for a wide variety of cutting tasks, the heat-treated blade offers efficient slicing, dicing, mincing, and chopping. A fully forged tang is crafted from a single piece of high-carbon German steel that resists rust and corrosion and allows the blade to stay sharper longer. The durable polymer handle is contoured for a comfortable grip and reinforced with three rivets to provide exceptional control. This professional-grade chef’s knife is meticulously crafted for optimal weight balance to rest comfortably in the palm of the hand and offer excellent cutting precision. ;https://www.forthechef.com/media/catalog/product/c/u/cuttboardknife_steak.jpg;FortheChef;KFP-60;642031310;in stock;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;0.58 lbs;new;665;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2181;6" Triple-Riveted Boning Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/6-triple-riveted-boning-knife-with-fully-forged-full-tang-blade.html;11.99 USD;Deboning meat, filleting fish, or butter flying poultry all require the proper tool for the task.  Create delicate fish fillets like a pro with this professional-grade 6” boning knife. Featuring an ultra sharp blade, this boning knife easily and efficiently slides between the meat and bone separating the two effortlessly. The heat-treated blade is forged from a single piece of high-carbon German stainless steel tang that resists rust and corrosion and delivers exceptional performance. Meticulously crafted for optimal weight balance, this boning knife rests comfortably in the palm of the hand and offers excellent control. ;https://www.forthechef.com/media/catalog/product/6/4/642031242_1.jpg;FortheChef;KFP-61;642031242;in stock;Jet Kitchen Knives & Sharpeners, Cutlery > Cleavers & Boning Knives;0.51 lbs;new;665;Jet Kitchen Knives & Sharpeners, Cutlery > Cleavers & Boning Knives;Greater than 10;
2182;7" Triple-Riveted Santoku Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/7-triple-riveted-santoku-knife-with-fully-forged-full-tang-blade.html;14.99 USD;A combination of style and practicality, the Santoku knife is a vital tool for a variety of cutting tasks. Create paper-thin slices of garlic and onions with ease as the hallowed edge pattern releases the thin slices from the blade. The blade is heat-treated for optimal blade sharpness, permitting you to slice, dice and mince foods with precision. Forged from a single piece of high-carbon German steel, this knife resists rust and corrosion which allows the blade to stay sharper longer. Carefully engineered for the perfect weight balance, the fully forged tang is riveted to the polymer handle for added durability and control. ;https://www.forthechef.com/media/catalog/product/6/4/642031273_lifestyle.jpg;FortheChef;KFP-70;642031273;in stock;Cutlery > Santoku Knives, Jet Kitchen Knives & Sharpeners;0.77 lbs;new;665;Cutlery > Santoku Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2183;7" Triple-Riveted Carving Fork with Fully Forged Full Tang Blades;https://www.forthechef.com/7-triple-riveted-carving-fork-with-fully-forged-full-tang-blades.html;13.99 USD;Ease the task of slicing and carving large poultry and pieces of meat with the proper tools. Pair this carving fork with a slicer knife or chef’s knife from the collection for perfectly even slices of meat. Gently pierce the roast or ham with the long, curved tines to secure the roast and avoid a mess as you carve. This carving fork can also be used as a serving piece to dish up delectable slices of meat for your guests. Fully forged from a single piece of high-carbon German steel that resists rust and corrosion and triple-riveted for added durability, the tang extends through the heat-resistant polymer handle. Meticulously crafted for optimal weight balance, this serving fork rests safely and comfortably in the palm of the hand. ;https://www.forthechef.com/media/catalog/product/6/4/642031341_1.jpg;FortheChef;KFP-71;642031341;in stock;Cutlery > Slicing & Carving Knives;0.61 lbs;new;665;Cutlery > Slicing & Carving Knives;Greater than 10;
2184;8" Triple-Riveted Chef's Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/8-triple-riveted-chef-s-knife-with-fully-forged-full-tang-blade.html;16.99 USD;Ease the tedious task of meal prepping with the proper tools. This 8” professional-grade chef’s knife is designed to minimize difficult cutting tasks such as chopping large pieces of meat or slicing through tough exteriors of fruits and vegetables. Featuring a heat-treated blade, this chef’s knife offers exceptional slicing, dicing, mincing, and chopping. Forged from a single full tang high-carbon German steel, this knife resists rust and corrosion and is ideal for everyday use. Ergonomically designed, the contoured polymer handle is riveted for added durability and the weight balance offers excellent control. ;https://www.forthechef.com/media/catalog/product/p/e/peachcobbler_03_1.jpg;FortheChef;KFP-80;642031327;in stock;Valentine's Day, Featured Products, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners, Recipe Materials > Ghost Jello Shot;0.85 lbs;new;665;Valentine's Day, Featured Products, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners, Recipe Materials > Ghost Jello Shot;Greater than 10;
2185;8" Triple-Riveted Slicer with Fully Forged Full Tang Blade;https://www.forthechef.com/8-triple-riveted-slicer-with-fully-forged-full-tang-blade.html;13.99 USD;A standout during the holiday season, use this slicer to carve and slice poultry, fish, and meat.  The ultra sharp blade cuts through tough exteriors effortlessly and delivers even slices every time.  Meticulously crafted for optimal weight balance, this slicer offers excellent control and the heat-treated blade provides prime sharpness and delivers exceptional performance. Forged from a single piece of high-carbon German steel, the full tang extends through the polymer handle and is triple-riveted for added durability. For convenience and safety, this slicer can be paired with the carving fork to hold foods securely in place while slicing. ;https://www.forthechef.com/media/catalog/product/6/4/642031266_1.jpg;FortheChef;KFP-81;642031266;in stock;Cutlery > Slicing & Carving Knives;0.65 lbs;new;665;Cutlery > Slicing & Carving Knives;Greater than 10;
2186;8" Triple-Riveted Bread Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/8-triple-riveted-bread-knife-with-fully-forged-full-tang-blade.html;13.99 USD;This serrated bread knife is the greatest thing since, well, sliced bread. Whether your homemade loaves turn out crispy or doughy, this serrated bread knife glides effortlessly through without squeezing the delicate interior. The heat-treated blade is precisely forged from a single piece of high-carbon German steel that resists rust and corrosion and delivers exceptional performance.  Featuring a triple-riveted contoured polymer handle for added durability and control, this bread knife is meticulously crafted for optimal weight balance. ;https://www.forthechef.com/media/catalog/product/6/4/642031334_1.jpg;FortheChef;KFP-82;642031334;in stock;Cutlery > Bread Knives, Jet Kitchen Knives & Sharpeners;0.60 lbs;new;665;Cutlery > Bread Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2187;8" Triple-Riveted Offset Bread Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/8-triple-riveted-offset-bread-knife-with-fully-forged-full-tang-blade.html;14.99 USD;Whether you are slicing a fresh homemade loaf of bread or cutting into a ripe tomato, the offset bread knife glides through effortlessly for the cleanest cut. The offset handle provides optimal leverage and keeps the knuckles out of harm’s way. The heat-treated blade is forged from a single piece of high-carbon German stainless steel tang that resists rust and corrosion and delivers exceptional performance. The tang extends through the contoured handle and is triple-riveted added durability and control. Meticulously crafted for optimal weight balance, this offset bread knife rests comfortably in the palm of the hand and offers excellent control. ;https://www.forthechef.com/media/catalog/product/6/4/642031365_1.jpg;FortheChef;KFP-83;642031365;in stock;Cutlery > Bread Knives, Jet Kitchen Knives & Sharpeners;0.60 lbs;new;665;Cutlery > Bread Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2188;10" Triple Riveted Chef's Knife with Full Tang Blade;https://www.forthechef.com/10-triple-riveted-chef-s-knife-with-fully-forged-full-tang-blade.html;19.99 USD;A superior cutlery tool, this 10” triple riveted chef’s knife with full tang blade is the ultimate instrument to prep any meal.  Whether you are dicing onions, slicing steaks, or carving poultry, the heat-treated blade offers precision for any cutting task. Forged from a single piece of full tang high-carbon German steel, this knife resists rust and corrosion, making it ideal for everyday use. Contoured to comfortably rest in the palm of the hand, the durable polymer handle is riveted for added durability. The optimal weight balance provides ease of use and control that all chefs desire. ;https://www.forthechef.com/media/catalog/product/d/i/dillknife_1.jpg;FortheChef;KFP-100;642031297;in stock;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;0.98 lbs;new;665;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2189;10" Triple Riveted Granton Edge Slicer with Full Tang Blade;https://www.forthechef.com/10-triple-riveted-granton-edge-slicer-with-fully-forged-full-tang-blade.html;16.99 USD;Carving can be a simple task when equipped with the proper tools. Slice through the tough outer skin of any poultry, roast, or fish by using this professional-grade 10" triple riveted granton edge slicer with full tang blade. The granton pattern found on the edge of the blade creates tiny air pockets for fast and easy cutting and prevents food from sticking to the blade. Fully forged from a single piece of high-carbon German steel to resists stains and corrosion, the tang extends through the polymer handle and is triple-riveted for added durability. Precisely weighted for optimal balance, this elegantly designed granton edge slicer works well with the carving fork, delivering perfectly sliced meat every time. ;https://www.forthechef.com/media/catalog/product/6/4/642031259_1.jpg;FortheChef;KFP-101;642031259;in stock;Cutlery > Slicing & Carving Knives;0.64 lbs;new;665;Cutlery > Slicing & Carving Knives;Greater than 10;
2190;10" Triple-Riveted Fish / Roast Granton Edge Slicer with Fully Forged Full Tang Blade;.html;16.99 USD;Whether you’re carving a ham for the holidays or slicing an oven roasted fish for dinner, this granton edge slicer delivers perfect slices of meat with one swift motion. The granton pattern on the edge of the blade creates tiny air pockets to minimize drag for cleaner and more precise cuts and to allow juices to flow through so that the meat slides right off the knife. The 10" single piece of high-carbon German steel is fully forged and triple-riveted to the polymer handle for added durability. Carefully crafted to offer optimal weight distribution, this stylish slicer offers superior performance in any kitchen.  Pair this fish/roast granton edge slicer with the carving fork for perfectly even slices of meat every time. ;https://www.forthechef.com/media/catalog/product/6/4/642031358_1.jpg;FortheChef;KFP-102;642031358;in stock;Cutlery > Slicing & Carving Knives;0.72 lbs;new;665;Cutlery > Slicing & Carving Knives;Greater than 10;
2191;12" Triple-Riveted Chef's Knife with Fully Forged Full Tang Blade;https://www.forthechef.com/12-triple-riveted-chef-s-knife-with-fully-forged-full-tang-blade.html;21.99 USD;Any professional chef would contend that this 12” chef’s knife is an indispensable tool in any kitchen. Featuring a heat-treated blade, this knife is ideal for dicing vegetables, slicing fish, cubing large chunks of beef, and carving a holiday ham with ease and efficiency. The high-carbon German steel blade is forged from a single full tang attached to a durable polymer handle that is triple-riveted for added durability. Carefully engineered for optimal weight balance, this chef’s knife rests comfortably in the palm of the hand and provides exceptional control while slicing and dicing. ;https://www.forthechef.com/media/catalog/product/6/4/642031280_1.jpg;FortheChef;KFP-120;642031280;in stock;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;0.91 lbs;new;665;Valentine's Day, Cutlery > Chef's Knives, Jet Kitchen Knives & Sharpeners;Greater than 10;
2192;14" Premium Round Magnetic Sharpening Steel;https://www.forthechef.com/14-premium-round-magnetic-sharpening-steel.html;17.99 USD;Whether you are carving a Thanksgiving turkey or slicing a tomato into fine slivers, you'll need a  sharp knife to complete the task. This premium sharpening steel is the ideal tool to hone and realign the knife’s edge quickly and efficiently. The magnetic core of this sharpening steel attracts shavings during the honing process, preventing any loose debris from sticking to the knives and possibly contaminating the food. Ergonomically designed, the oversized handle protects hands while sharpening and comes equipped with a metal loop to hang for convenient storage. ;https://www.forthechef.com/media/catalog/product/6/4/642030078.jpg;FortheChef;K-34S;642030078;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;1.28 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2193;14" Premium Oval Magnetic Sharpening Steel;https://www.forthechef.com/14-premium-oval-magnetic-sharpening-steel.html;18.99 USD;To ensure optimal performance from your fine cutlery, use this round premium sharpening steel to quickly and easily hone and realign the knife’s edge. With the steel’s magnetic core, shavings adhere onto the sharpening steel during the sharpening process, preventing any loose debris from sticking to the knives and contaminating the food. The ergonomically designed handle fits comfortably in the palm of the hand and features a metal loop for to hang for convenient storage. ;https://www.forthechef.com/media/catalog/product/6/4/642030085.jpg;FortheChef;K-54S;642030085;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;2.68 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2194;12" Sharpening Steel;https://www.forthechef.com/12-sharpening-steel.html;10.99 USD;Maintain the sharpness of your knife’s blade by using this stainless steel sharpening steel. The ideal tool for straight-edged kitchen knives, this sharpening steel can also be used to maintain hunting knives and switch blades. This sharpening steel is equipped with an oversized handle that fits comfortably in the hand and protects during the sharpening process. The handle also features a metal loop to hang for convenient storage. ;https://www.forthechef.com/media/catalog/product/9/4/944009328.jpg;FortheChef;K-12S;944009328;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;0.91 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2195;14" Sharpening Steel;https://www.forthechef.com/14-sharpening-steel.html;13.99 USD;Maintain the sharpness of your knife’s blade by using this stainless steel sharpening steel. The ideal tool for straight-edged kitchen knives, this sharpening steel can also be used to maintain hunting knives and switch blades. This sharpening steel is equipped with an oversized handle that fits comfortably in the hand and protects during the sharpening process. The handle also features a metal loop to hang for convenient storage. ;https://www.forthechef.com/media/catalog/product/9/4/944009335.jpg;FortheChef;K-14S;944009335;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;1.01 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2196;Cleaver with 3-1/2" x 8" Blade and Wooden Handle;https://www.forthechef.com/cleaver-with-3-1-2-x-8-blade-and-wooden-handle.html;13.99 USD;A workhorse in any kitchen, this heavy-duty meat cleaver is an ideal tool for every home cook. The thick, wide blade splits bones and separates joints in one swift motion. Use the flat side of the blade to crush garlic or seeds before chopping them up. The 8” stainless steel blade is fully forged and extends through the wooden handle and is reinforced by three rivets to ensure durability. This professional-grade heavy duty meat cleaver is meticulously crafted for the optimal weight balance. Chop and cube large pieces of meat effortlessly, then use the wide blade to scoop the ingredients off the board and into the pan. The wooden handle not only offers an ergonomic grip\; it also adds an authentic butcher appeal. ;https://www.forthechef.com/media/catalog/product/6/4/642010377.jpg;FortheChef;KC-301;642010377;in stock;Cutlery > Cleavers & Boning Knives;1.17 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 10;
2197;Commercial-Grade Chinese Cleaver with 8-1/4" x 3-15/16" Blade and Steel Handle;.html;15.99 USD;Reduce prep time of large fruits and vegetables with this commercial-grade Chinese cleaver. Sleek and sophisticated, this commercial-grade Chinese cleaver has a wide, thin razor-sharp blade to seamlessly chop cabbage, squash, and watermelon into smaller pieces or slice into boneless meat while the flat edge of the blade can be used to crush garlic and seeds before mincing. This commercial-grade Chinese cleaver is meticulously crafted for optimal weight balance to reduce hand fatigue and provide greater control. The steel handle is molded to ensure a safe and comfortable grip while chopping, slicing, dicing, and mincing ingredients. ;https://www.forthechef.com/media/catalog/product/6/4/642017765.jpg;FortheChef;KC-401;642017765;in stock;Cutlery > Cleavers & Boning Knives;0.93 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 10;
2198;Commercial-Grade Chinese Cleaver with 8" x 2-1/4" Blade and Steel Handle;https://www.forthechef.com/commercial-grade-chinese-cleaver-with-8-x-2-1-4-blade-and-steel-handle.html;11.99 USD;Razor-sharp cutlery is essential to every kitchen for efficient food prep. This stainless steel commercial-grade Chinese cleaver has a straight, thin blade to stay in constant contact with food as you cut, chop, and slice. The edge can be used to crush garlic, seeds, and herbs before mincing. This commercial-grade Chinese cleaver features a perfect weight balance to help reduce hand fatigue and provide greater control for precise cuts. Ergonomically designed, the molded handle ensures comfort while chopping, slicing, dicing and mincing ingredients. ;https://www.forthechef.com/media/catalog/product/6/4/642038395.jpg;FortheChef;KC-501;642038395;in stock;Cutlery > Cleavers & Boning Knives;0.50 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 10;
2199;Chinese Cleaver with 8" Blade and POM Handle;https://www.forthechef.com/chinese-cleaver-with-8-blade-and-pom-handle.html;18.99 USD;Preparing dinner should be a breeze and it could be if you stock your kitchen with the proper tools. This Chinese cleaver is a multi-functional knife that can handle many tasks. The thin razor-sharp blade is ideal for chopping vegetables or slicing through boneless meats for precise cuts while the spine is great for pounding and tenderizing chicken or steak to optimize the flavor and succulence of the meat. Turn the cleaver on its side and use the wide edge to crush garlic and ginger to extract essential oils and flavors and then use the cleaver to scoop up the ingredients off the board and place into the pan. Meticulously crafted for the ultimate weight balance to reduce hand fatigue and provide greater control, the POM handle is designed to fit comfortably in the palm of the hand to ensure a safe and comfortable grip during food prep. ;https://www.forthechef.com/media/catalog/product/6/4/642041371.jpg;FortheChef;KC-601;642041371;in stock;Cutlery > Cleavers & Boning Knives;1.24 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 10;
2200;Chinese Cleaver with 8" Blade and Wooden Handle;https://www.forthechef.com/chinese-cleaver-with-8-blade-and-wooden-handle.html;14.99 USD;A great multitasking tool to mince large amounts of garlic for a marinade or slice thin cuts of chicken breast to saute for a fajita, this Chinese cleaver is essential for several cooking tasks. The wide, razor-sharp blade delivers thin, delicate cuts while the spine is used to tenderize meats and bring out the finest flavor. The knife can be turned on its side to crush garlic and ginger and to release essential oils for a bold, tasty seasoning and the wide blade is ideal for scooping ingredients off the board and transferring to the pot or pan with ease. This professional-grade cleaver is meticulously crafted for the ultimate weight balance to reduce hand fatigue and provide greater control. The round grooved wooden handle is not only stylish and offers authenticity to the Chinese cleaver\; it also offers grip and comfort during food prep. ;https://www.forthechef.com/media/catalog/product/9/4/944006297.jpg;FortheChef;KC-101;944006297;in stock;Cutlery > Cleavers & Boning Knives;1.05 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 10;
2201;Chinese Cleaver with 2" Blade and Wooden Handle;https://www.forthechef.com/chinese-cleaver-with-2-blade-and-wooden-handle.html;9.99 USD;Slice through carrots, potatoes and squash with ease using this wooden handle vegetable cleaver. The exceptional, razor-sharp blade is designed to slice, dice, mince and chop fruits and vegetables with precision. This professional-grade vegetable cleaver is meticulously crafted for the ultimate weight balance to reduce hand fatigue and provide greater control. The round, wooden handle has etched grooves to not only add style, but to offer a comfortable grip while preparing food. ;https://www.forthechef.com/media/catalog/product/9/4/944006327.jpg;FortheChef;KC-201R;944006327;in stock;Cutlery > Cleavers & Boning Knives;0.41 lbs;new;665;Cutlery > Cleavers & Boning Knives;Greater than 2;
2202;Combination Sharpening Stone, Fine/Medium Grain, 8" x 2" x 1";https://www.forthechef.com/combination-sharpening-stone-fine-medium-grain-8-x-2-x-1.html;11.99 USD;A dull knife in the kitchen can easily ruin any meal. Extend the life of the knife by using our combination sharpening stone. Coat each side with mineral oil to lubricate the knife, creating a slick, slippery surface easing the sharpening process. Use the medium grain side first to remove surface material from the blades edge, then smooth and sharpen the edge with the fine grit side. This compact-size combination sharpening stone is perfect to sharpen smaller or thinner knives such as the paring knife, utility knife and the boning knife. Keep one stocked in your drawers for convenient access. Requires mineral oil for use. ;https://www.forthechef.com/media/catalog/product/6/4/642035523.jpg;FortheChef;SS-821;642035523;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;1.30 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2203;Combination Sharpening Stone, Fine/Medium Grain, 12" x 2-1/2" x 1-1/2";https://www.forthechef.com/combination-sharpening-stone-fine-medium-grain-12-x-2-1-2-x-1-1-2.html;14.99 USD;Maximize the performance of your knives by properly maintaining the edge of the knife using the sharpening stone. The large surface is ideal for sharpening and maintaining larger knives such as chef knives, carving knives and even meat cleavers. Coat each side with mineral oil to lubricate the knife, creating a slick, slippery surface easing the sharpening process. First use the medium grain side, to remove dull surfaces or nicks, and then smooth the blade on the fine grain side. This combination sharpening stone works well with stainless steel and high-carbon German steel knives. Requires mineral oil for use. ;https://www.forthechef.com/media/catalog/product/9/4/944008505.jpg;FortheChef;SS-1211;944008505;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;3.67 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2204;Dual-Stage Ergonomic Soft Grip Knife Sharpener;https://www.forthechef.com/dual-stage-ergonomic-soft-grip-knife-sharpener.html;11.99 USD;Sharpen dull and nicked knives quickly and efficiently with this handheld dual-stage knife sharpener. The coarse carbide steel blades remove nicks and sharpen, while the ceramic rods smooth and hone the blade. This handheld dual-stage knife sharpener is ideal for a full range of kitchen cutlery and household, pocket, and fish knives. The ergonomic soft-grip handle and non-skid base are designed for added comfort and stability while sharpening knives and the compact size makes for convenient storage in any drawer. ;https://www.forthechef.com/media/catalog/product/6/4/642038654.jpg;FortheChef;KSP-2;642038654;in stock;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;0.35 lbs;new;752;Cutlery > Knife Sharpeners, Jet Kitchen Knives & Sharpeners;Greater than 10;
2205;12" Magnetic Knife Holder, Wooden Base;https://www.forthechef.com/12-magnetic-knife-holder-wooden-base.html;13.99 USD;Create an efficient work space by mounting this wooden magnetic knife bar on the wall to store cutlery safely above your countertop and within hand’s reach. Keep paring knives close by to peel or trim fruit or have your chef’s knife handy when you need to quickly dice, slice or mince vegetables. This wooden magnetic bar provides safe storage for your knives that may not fit into the butcher block such as your meat or Chinese cleavers. A beautifully crafted knife bar, it can easily be mounted on most surfaces and adds a handsome charm to any kitchen. This wooden magnetic knife bar is available in three different sizes to accommodate food preparation needs. ;https://www.forthechef.com/media/catalog/product/6/4/642007773.jpg;FortheChef;WMB-12;642007773;in stock;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;1.19 lbs;new;5157;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;Greater than 10;
2206;18" Magnetic Knife Holder, Wooden Base;https://www.forthechef.com/18-magnetic-knife-holder-wooden-base.html;15.99 USD;Create an efficient work space by mounting this wooden magnetic knife bar on the wall to store cutlery safely above your countertop and within hand’s reach. Keep paring knives close by to peel or trim fruit or have your chef’s knife handy when you need to quickly dice, slice or mince vegetables. This wooden magnetic bar provides safe storage for your knives that may not fit into the butcher block such as your meat or Chinese cleavers. A beautifully crafted knife bar, it can easily be mounted on most surfaces and adds a handsome charm to any kitchen. This wooden magnetic knife bar is available in three different sizes to accommodate food preparation needs. ;https://www.forthechef.com/media/catalog/product/6/4/642007780.jpg;FortheChef;WMB-18;642007780;in stock;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;1.75 lbs;new;5157;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;Greater than 10;
2207;24" Magnetic Knife Holder, Wooden Base;https://www.forthechef.com/24-magnetic-knife-holder-wooden-base.html;18.99 USD;Create an efficient work space by mounting this wooden magnetic knife bar on the wall to store cutlery safely above your countertop and within hand’s reach. Keep paring knives close by to peel or trim fruit or have your chef’s knife handy when you need to quickly dice, slice or mince vegetables. This wooden magnetic bar provides safe storage for your knives that may not fit into the butcher block such as your meat or Chinese cleavers. A beautifully crafted knife bar, it can easily be mounted on most surfaces and adds a handsome charm to any kitchen. This wooden magnetic knife bar is available in three different sizes to accommodate food preparation needs. ;https://www.forthechef.com/media/catalog/product/6/4/642007797.jpg;FortheChef;WMB-24;642007797;in stock;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;2.92 lbs;new;5157;Cutlery > Knife Storage, Jet Kitchen Knives & Sharpeners;Greater than 10;
